strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
ON959134	ON959134	ON959134.1	MPXV_USA_2022_NY003	2022-05-XX	North America	USA	New York		Homo sapiens	2022-07-11		Gigante et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology
ON959135	ON959135	ON959135.1	MPXV_USA_2022_NY004	2022-05-XX	North America	USA	New York		Homo sapiens	2022-07-11		Gigante et al		IIb	hMPXV-1	B.1.14	1.0	0.0	611.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology
OP150925	OP150925	OP150925.1	MPXV_USA_2022_GA001	2022-05-XX	North America	USA	Georgia		Homo sapiens	2022-08-04	SRR20715516	Gigante et al		IIb	hMPXV-1	B.1.5	0.9999898584750188	0.0	607.0	2.0	good	good	good	good	good		False	Gigante,C., Xia,D., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.	CDC, DHCPP-PRB
ON676703	ON676703	ON676703.1	MPXV_USA_2022_CA001	2022-05-XX	North America	USA	California		Homo sapiens	2022-06-03		Gigante et al		IIb	hMPXV-1	B.1	0.9999594339000756	8.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ventura,J., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
OP150927	OP150927	OP150927.1	MPXV_USA_2022_WA001	2022-05-XX	North America	USA	Washington		Homo sapiens	2022-08-04	SRR20715517	Gigante et al		IIb	hMPXV-1	B.1	0.9998580186502644	27.0	606.0	1.0	good	good	good	good	good		False	Gigante,C., Pavlick,J., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	CDC, DHCPP-PRB
ON954773	ON954773	ON954773.1	MPXV_USA_2022_CA002	2022-05-XX	North America	USA	California		Homo sapiens	2022-07-09		Gigante et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ventura,J., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology
ON627808	ON627808	ON627808.1	MPX/human/USA/UT-UPHL-82200022/2022	2022-05-20	North America	USA			Homo sapiens	2022-05-29		Young et al		IIb	hMPXV-1	B.1	0.9998884432252078	22.0	605.0	0.0	good	good	good	good	good		False	Young,E.L., Hergert,J., Oakeson,K.F.	Department of Health, Utah Public Health Laboratory, USA
ON959131	ON959131	ON959131.1	MPXV_USA_2022_IL001	2022-05-XX	North America	USA	Illinois		Homo sapiens	2022-07-11		Gigante et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology
ON694340	ON694340	ON694340.1	MPXV/Germany/2022/RKI014	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9996146220507176	76.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274890	OQ274890	OQ274890.1	MPXV/Germany/2022/ON/RKI671	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9648951112778829	412.0	579.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ274881	OQ274881	OQ274881.1	MPXV/Germany/2022/ON/RKI662	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9648951112778829	412.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON682268	ON682268	ON682268.3	MPXV/Germany/2022/RKI08	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9991836072390206	161.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694339	ON694339	ON694339.1	MPXV/Germany/2022/RKI016	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9993458716387184	129.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON568298	ON568298	ON568298.1	MPXV-BY-IMB25241	2022-05-19	Europe	Germany			Homo sapiens	2022-05-23		Antwerpen et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Antwerpen,M.H., Lang,D., Zange,S., Walter,M.C., Woelfel,R.	Microbiol Genomics & Bioinformatics, Bundeswehr Institute of Microbiology, Germany
OQ274884	OQ274884	OQ274884.1	MPXV/Germany/2022/ON/RKI665	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9648748282279206	416.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ274892	OQ274892	OQ274892.1	MPXV/Germany/2022/ON/RKI673	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1	0.9649711727152412	397.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON694336	ON694336	ON694336.1	MPXV/Germany/2022/RKI024	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1	0.9996095512882271	77.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694337	ON694337	ON694337.1	MPXV/Germany/2022/RKI020	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9992444563889072	149.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694333	ON694333	ON694333.1	MPXV/Germany/2022/RKI022	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9994726407009822	104.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON637939	ON637939	ON637939.1	MPXV/Germany/2022/RKI02	2022-05-XX	Europe	Germany			Homo sapiens	2022-05-31		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9995030652759256	97.0	607.0	1.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694330	ON694330	ON694330.1	MPXV/Germany/2022/RKI019	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.14	0.9995537729008312	88.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON682266	ON682266	ON682266.2	MPXV/Germany/2022/RKI09	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9989858475018888	200.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274885	OQ274885	OQ274885.1	MPXV/Germany/2022/ON/RKI666	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9648748282279206	415.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ274887	OQ274887	OQ274887.1	MPXV/Germany/2022/ON/RKI668	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.14	0.9649863850027128	394.0	579.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON682264	ON682264	ON682264.4	MPXV/Germany/2022/RKI05	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9922569456769216	1519.0	600.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON682267	ON682267	ON682267.2	MPXV/Germany/2022/RKI010	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.999396579263624	119.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694335	ON694335	ON694335.1	MPXV/Germany/2022/RKI018	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.15	0.9998073110253588	38.0	602.0	0.0	good	good	good	good	good	OPG023:526-661	False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON682269	ON682269	ON682269.3	MPXV/Germany/2022/RKI07	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.998575115740154	281.0	603.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON637938	ON637938	ON637938.1	MPXV/Germany/2022/RKI01	2022-05-XX	Europe	Germany			Homo sapiens	2022-05-31		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9993560131636994	127.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON682270	ON682270	ON682270.2	MPXV/Germany/2022/RKI06	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9990466966517756	188.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694338	ON694338	ON694338.1	MPXV/Germany/2022/RKI017	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9992089610514732	156.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694341	ON694341	ON694341.2	MPXV/Germany/2022/RKI012	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1	0.9995537729008312	88.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694342	ON694342	ON694342.1	MPXV/Germany/2022/RKI011	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.14	0.9994117915510956	116.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274891	OQ274891	OQ274891.1	MPXV/Germany/2022/ON/RKI672	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9648951112778829	412.0	579.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ274882	OQ274882	OQ274882.1	MPXV/Germany/2022/ON/RKI663	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9650015972901844	392.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ274883	OQ274883	OQ274883.1	MPXV/Germany/2022/ON/RKI664	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9653768337144856	327.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON694331	ON694331	ON694331.1	MPXV/Germany/2022/RKI015	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9998935139876984	21.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON694332	ON694332	ON694332.1	MPXV/Germany/2022/RKI023	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9993458716387184	111.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274886	OQ274886	OQ274886.1	MPXV/Germany/2022/ON/RKI667	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9647379176406756	442.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON682263	ON682263	ON682263.4	MPXV/Germany/2022/RKI03	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9987830170022668	240.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Michel,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274888	OQ274888	OQ274888.1	MPXV/Germany/2022/ON/RKI669	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.3	0.9648798989904112	415.0	580.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON694334	ON694334	ON694334.1	MPXV/Germany/2022/RKI021	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.999315447063775	135.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OQ274889	OQ274889	OQ274889.1	MPXV/Germany/2022/ON/RKI670	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.3	0.964722705353204	445.0	580.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON649712	ON649712	ON649712.1	Monkeypox/PT0025/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9983063653281544	334.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
OP414367	OP414367	OP414367.2	Monkeypox/PT0338/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9855990345268218	1654.0	592.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON649722	ON649722	ON649722.1	Monkeypox/PT0022/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9999797169500376	4.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON843173	ON843173	ON843173.1	Monkeypox/PT0029/2022	2022-05-27	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9995639144258122	86.0	606.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP414372	OP414372	OP414372.1	Monkeypox/PT0343/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9816184859717356	2073.0	592.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON649723	ON649723	ON649723.1	Monkeypox/PT0013/2022	2022-05-20	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9997971695003778	40.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
